STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Oct-22-2016,42,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",No Activity,Oct-29-2016,43,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Nov-05-2016,44,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Nov-12-2016,45,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Nov-19-2016,46,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Nov-26-2016,47,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Dec-03-2016,48,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Dec-10-2016,49,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Dec-17-2016,50,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Dec-24-2016,51,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Dec-31-2016,52,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-07-2017,1,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-14-2017,2,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-21-2017,3,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-28-2017,4,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-04-2017,5,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-11-2017,6,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-18-2017,7,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-25-2017,8,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Mar-04-2017,9,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Mar-11-2017,10,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Mar-18-2017,11,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Mar-25-2017,12,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Apr-01-2017,13,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Apr-08-2017,14,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Apr-15-2017,15,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Apr-22-2017,16,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Apr-29-2017,17,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,May-06-2017,18,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,May-13-2017,19,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,May-20-2017,20,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Oct-07-2017,40,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Oct-14-2017,41,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Oct-21-2017,42,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Oct-28-2017,43,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Sporadic,Nov-04-2017,44,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Local Activity,Nov-11-2017,45,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Nov-18-2017,46,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Nov-25-2017,47,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Dec-02-2017,48,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Dec-09-2017,49,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Dec-16-2017,50,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Dec-23-2017,51,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Dec-30-2017,52,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-06-2018,1,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-13-2018,2,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-20-2018,3,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Jan-27-2018,4,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-03-2018,5,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-10-2018,6,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-17-2018,7,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Widespread,Feb-24-2018,8,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Mar-03-2018,9,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Mar-10-2018,10,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Mar-17-2018,11,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Mar-24-2018,12,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Mar-31-2018,13,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Apr-07-2018,14,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Apr-14-2018,15,2017-18
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Regional,Apr-21-2018,16,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-05-2013,40,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-12-2013,41,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-19-2013,42,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-26-2013,43,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-02-2013,44,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-09-2013,45,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Nov-16-2013,46,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Nov-23-2013,47,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Nov-30-2013,48,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Dec-07-2013,49,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-14-2013,50,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-21-2013,51,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-28-2013,52,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-04-2014,1,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-11-2014,2,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-18-2014,3,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-25-2014,4,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-01-2014,5,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-08-2014,6,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-15-2014,7,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Feb-22-2014,8,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-01-2014,9,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-08-2014,10,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-15-2014,11,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-22-2014,12,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-29-2014,13,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-05-2014,14,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-12-2014,15,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-19-2014,16,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-26-2014,17,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-03-2014,18,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-10-2014,19,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-17-2014,20,2013-14
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-04-2014,40,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-11-2014,41,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-18-2014,42,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-25-2014,43,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-01-2014,44,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Nov-08-2014,45,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Nov-15-2014,46,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Nov-22-2014,47,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Nov-29-2014,48,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-06-2014,49,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-13-2014,50,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-20-2014,51,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-27-2014,52,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-03-2015,53,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-10-2015,1,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-17-2015,2,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-24-2015,3,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-31-2015,4,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-07-2015,5,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-14-2015,6,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-21-2015,7,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-28-2015,8,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-07-2015,9,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-14-2015,10,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-21-2015,11,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-28-2015,12,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-04-2015,13,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-11-2015,14,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Apr-18-2015,15,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Apr-25-2015,16,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-02-2015,17,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-09-2015,18,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-16-2015,19,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-23-2015,20,2014-15
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-10-2015,40,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-17-2015,41,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-24-2015,42,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-31-2015,43,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-07-2015,44,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-14-2015,45,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-21-2015,46,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-28-2015,47,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Dec-05-2015,48,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Dec-12-2015,49,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Dec-19-2015,50,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Dec-26-2015,51,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Jan-02-2016,52,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Jan-09-2016,1,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Jan-16-2016,2,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Jan-23-2016,3,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Jan-30-2016,4,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Feb-06-2016,5,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Feb-13-2016,6,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Feb-20-2016,7,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Feb-27-2016,8,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-05-2016,9,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-12-2016,10,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-19-2016,11,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-26-2016,12,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Apr-02-2016,13,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-09-2016,14,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-16-2016,15,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Apr-23-2016,16,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Apr-30-2016,17,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-07-2016,18,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-14-2016,19,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,May-21-2016,20,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-08-2016,40,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-15-2016,41,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-22-2016,42,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-29-2016,43,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-05-2016,44,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-12-2016,45,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Nov-19-2016,46,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Nov-26-2016,47,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Dec-03-2016,48,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Dec-10-2016,49,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Dec-17-2016,50,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Dec-24-2016,51,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Dec-31-2016,52,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Jan-07-2017,1,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Jan-14-2017,2,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-21-2017,3,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-28-2017,4,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-04-2017,5,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-11-2017,6,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-18-2017,7,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-25-2017,8,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Mar-04-2017,9,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Mar-11-2017,10,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Mar-18-2017,11,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-25-2017,12,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Apr-01-2017,13,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Apr-08-2017,14,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-15-2017,15,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-22-2017,16,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-29-2017,17,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,May-06-2017,18,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,May-13-2017,19,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,May-20-2017,20,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-07-2017,40,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Oct-14-2017,41,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Oct-21-2017,42,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Oct-28-2017,43,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Nov-04-2017,44,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Nov-11-2017,45,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Nov-18-2017,46,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Nov-25-2017,47,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-02-2017,48,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-09-2017,49,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-16-2017,50,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-23-2017,51,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Dec-30-2017,52,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-06-2018,1,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-13-2018,2,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-20-2018,3,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Jan-27-2018,4,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-03-2018,5,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-10-2018,6,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-17-2018,7,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Widespread,Feb-24-2018,8,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-03-2018,9,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Regional,Mar-10-2018,10,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-17-2018,11,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-24-2018,12,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Mar-31-2018,13,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-07-2018,14,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Local Activity,Apr-14-2018,15,2017-18
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Sporadic,Apr-21-2018,16,2017-18
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Sporadic,Oct-05-2013,40,2013-14
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",No Activity,Oct-12-2013,41,2013-14
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",No Activity,Oct-19-2013,42,2013-14
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Sporadic,Oct-26-2013,43,2013-14
